symbol_id,time_exchange,time_coinapi,ask_price,ask_size,bid_price,bid_size
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:00.2170000Z,2022-02-28T00:00:00.2416777Z,37726.29,0.016,37697.97,0.05
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:00.2970000Z,2022-02-28T00:00:00.3097878Z,37726.3,0.76620573,37697.97,0.05
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:00.5030000Z,2022-02-28T00:00:00.5165177Z,37726.3,0.76620573,37697.98,0.1
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:01.8980000Z,2022-02-28T00:00:01.9116455Z,37726.29,0.016,37697.98,0.1
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:02.0060000Z,2022-02-28T00:00:02.0247879Z,37726.3,0.76620573,37697.98,0.1
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:02.2100000Z,2022-02-28T00:00:02.2252772Z,37726.29,0.13244002,37697.98,0.1
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:02.2980000Z,2022-02-28T00:00:02.3113793Z,37726.3,0.76620573,37697.37,0.04052275
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:02.4100000Z,2022-02-28T00:00:02.4298087Z,37726.29,0.016,37697.37,0.04052275
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:02.4970000Z,2022-02-28T00:00:02.5108195Z,37726.3,0.76620573,37697.37,0.04052275
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:02.6040000Z,2022-02-28T00:00:02.6354914Z,37726.3,0.76620573,37697.38,0.1
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:02.8970000Z,2022-02-28T00:00:02.9103428Z,37726.3,0.76620573,37697.37,0.04052275
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:03.1000000Z,2022-02-28T00:00:03.1141037Z,37726.3,0.76620573,37697.38,0.23217908
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:03.2050000Z,2022-02-28T00:00:03.2248309Z,37726.3,0.76620573,37697.37,0.04052275
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:03.2970000Z,2022-02-28T00:00:03.3098913Z,37726.3,0.76620573,37697.29,0.16563029
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:03.4980000Z,2022-02-28T00:00:03.5103336Z,37726.3,0.76620573,37697.37,0.13252774
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:03.6080000Z,2022-02-28T00:00:03.6244611Z,37726.3,0.76620573,37697.29,0.16563029
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:04.2180000Z,2022-02-28T00:00:04.2349422Z,37726.3,0.76620573,37697.3,0.1
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:04.6010000Z,2022-02-28T00:00:04.6237097Z,37726.29,0.016,37697.29,0.16563029
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:04.8020000Z,2022-02-28T00:00:04.8245386Z,37726.29,0.016,37697.3,0.13212535
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:04.8970000Z,2022-02-28T00:00:04.9100849Z,37726.29,0.016,37697.29,0.16563029
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:05.0970000Z,2022-02-28T00:00:05.1109101Z,37726.29,0.016,37697.3,0.1
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:05.2050000Z,2022-02-28T00:00:05.2275111Z,37726.3,0.78220573,37697.3,0.1
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:05.3010000Z,2022-02-28T00:00:05.3154920Z,37726.3,0.76620573,37697.3,0.1
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:05.4010000Z,2022-02-28T00:00:05.4225609Z,37726.29,0.13247575,37697.29,0.16563029
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:05.5090000Z,2022-02-28T00:00:05.5216384Z,37726.3,0.76620573,37697.29,0.16563029
BITSTAMP_SPOT_BTC_USD,2022-02-28T00:00:05.6020000Z,2022-02-28T00:00:05.6239930Z,37726.3,0.76620573,37697.3,0.13243643
