time_close,time_period_start,time_period_end,time_open,price_open,price_high,price_low,price_close,volume_traded,trades_count
2022-04-03 23:59:59.514076+00:00,2022-04-03T00:00:00.0000000Z,2022-04-04T00:00:00.0000000Z,2022-04-03T00:00:00.0818230Z,3445.25,3582.16,3413.52,3522.78,156771.49849552,432668
2022-04-04 23:59:58.970865+00:00,2022-04-04T00:00:00.0000000Z,2022-04-05T00:00:00.0000000Z,2022-04-04T00:00:00.1274960Z,3522.51,3548.51,3405.36,3520.66,240055.01253328,589833
2022-04-05 23:59:59.978230+00:00,2022-04-05T00:00:00.0000000Z,2022-04-06T00:00:00.0000000Z,2022-04-05T00:00:00.0122830Z,3520.5,3556.709,3375.0,3407.0,260043.0977768,629254
2022-04-06 23:59:59.949828+00:00,2022-04-06T00:00:00.0000000Z,2022-04-07T00:00:00.0000000Z,2022-04-06T00:00:00.1833870Z,3406.99,3408.0,3161.64,3168.52,447962.47801471,799926
2022-04-07 23:59:59.978057+00:00,2022-04-07T00:00:00.0000000Z,2022-04-08T00:00:00.0000000Z,2022-04-07T00:00:00.0344210Z,3168.1,3271.0,3142.43,3227.56,238664.38025062,536280
2022-04-08 23:59:59.683000+00:00,2022-04-08T00:00:00.0000000Z,2022-04-09T00:00:00.0000000Z,2022-04-08T00:00:00.1042150Z,3227.26,3314.38,3173.48,3193.19,203079.09267166,526820
2022-04-09 23:59:59.794583+00:00,2022-04-09T00:00:00.0000000Z,2022-04-10T00:00:00.0000000Z,2022-04-09T00:00:00.1043860Z,3192.54,3269.95,3181.8,3258.99,75750.56257638,341741
2022-04-10 23:59:59.759144+00:00,2022-04-10T00:00:00.0000000Z,2022-04-11T00:00:00.0000000Z,2022-04-10T00:00:00.1444170Z,3259.45,3309.28,3189.92,3203.05,91645.45754518,341910
2022-04-11 23:59:59.774024+00:00,2022-04-11T00:00:00.0000000Z,2022-04-12T00:00:00.0000000Z,2022-04-11T00:00:00.1100130Z,3203.05,3215.21,2947.91,2979.55,362246.05503226,723894
2022-04-12 23:59:58.594877+00:00,2022-04-12T00:00:00.0000000Z,2022-04-13T00:00:00.0000000Z,2022-04-12T00:00:00.5560940Z,2979.32,3090.0,2950.0,3027.82,294532.26157117,628690
2022-04-13 23:59:59.901626+00:00,2022-04-13T00:00:00.0000000Z,2022-04-14T00:00:00.0000000Z,2022-04-13T00:00:00.1670460Z,3028.27,3133.85,2996.7,3119.0,207118.5384575,534069
2022-04-14 23:59:58.818954+00:00,2022-04-14T00:00:00.0000000Z,2022-04-15T00:00:00.0000000Z,2022-04-14T00:00:00.0203640Z,3119.01,3145.7,2976.0,3021.78,181796.01304622,546606
2022-04-15 23:59:59.293080+00:00,2022-04-15T00:00:00.0000000Z,2022-04-16T00:00:00.0000000Z,2022-04-15T00:00:01.0199500Z,3021.68,3061.61,2993.29,3040.19,101613.96797671,404457
2022-04-16 23:59:59.455115+00:00,2022-04-16T00:00:00.0000000Z,2022-04-17T00:00:00.0000000Z,2022-04-16T00:00:00.1432960Z,3040.41,3088.55,3005.41,3060.35,62885.85372935,341591
2022-04-17 23:59:59.718343+00:00,2022-04-17T00:00:00.0000000Z,2022-04-18T00:00:00.0000000Z,2022-04-17T00:00:01.1323950Z,3060.35,3083.08,2971.09,2988.4,95662.25830672,333219
2022-04-18 23:59:59.703081+00:00,2022-04-18T00:00:00.0000000Z,2022-04-19T00:00:00.0000000Z,2022-04-18T00:00:00.6140750Z,2988.09,3071.26,2880.0,3056.19,258717.78786938,568474
2022-04-19 23:59:59.284314+00:00,2022-04-19T00:00:00.0000000Z,2022-04-20T00:00:00.0000000Z,2022-04-19T00:00:00.2507130Z,3055.86,3132.47,3029.33,3102.26,181069.50881944,493064
2022-04-20 23:59:59.895542+00:00,2022-04-20T00:00:00.0000000Z,2022-04-21T00:00:00.0000000Z,2022-04-20T00:00:00.2821670Z,3102.44,3172.77,3032.72,3077.06,190787.75245644,610343
2022-04-21 23:59:58.202405+00:00,2022-04-21T00:00:00.0000000Z,2022-04-22T00:00:00.0000000Z,2022-04-21T00:00:00.0860000Z,3078.98,3180.24,2856.0,2983.94,263082.674824,697982
2022-04-22 23:59:59.917129+00:00,2022-04-22T00:00:00.0000000Z,2022-04-23T00:00:00.0000000Z,2022-04-22T00:00:00.0938690Z,2983.72,3034.1,2933.13,2963.05,198519.41979767,649741
2022-04-23 23:59:59.876148+00:00,2022-04-23T00:00:00.0000000Z,2022-04-24T00:00:00.0000000Z,2022-04-23T00:00:00.0178210Z,2963.03,2979.57,2915.04,2933.44,83418.48475423,447974
2022-04-24 23:59:59.514431+00:00,2022-04-24T00:00:00.0000000Z,2022-04-25T00:00:00.0000000Z,2022-04-24T00:00:00.2473220Z,2933.45,2969.66,2910.0,2921.96,69188.43858723,412478
2022-04-25 23:59:59.836902+00:00,2022-04-25T00:00:00.0000000Z,2022-04-26T00:00:00.0000000Z,2022-04-25T00:00:00.5426160Z,2921.7,3027.81,2793.38,3007.22,348579.94900282,846109
2022-04-26 23:59:59.998303+00:00,2022-04-26T00:00:00.0000000Z,2022-04-27T00:00:00.0000000Z,2022-04-26T00:00:00.0142730Z,3007.24,3041.43,2762.8,2809.26,317319.82964961,747374
2022-04-27 23:59:59.877936+00:00,2022-04-27T00:00:00.0000000Z,2022-04-28T00:00:00.0000000Z,2022-04-27T00:00:00.0295690Z,2809.5,2922.18,2794.23,2889.78,250997.50064641,678863
2022-04-28 23:59:59.893732+00:00,2022-04-28T00:00:00.0000000Z,2022-04-29T00:00:00.0000000Z,2022-04-28T00:00:00.1612220Z,2889.78,2981.07,2850.18,2935.91,247970.88724842,691424
2022-04-29 23:59:58.355931+00:00,2022-04-29T00:00:00.0000000Z,2022-04-30T00:00:00.0000000Z,2022-04-29T00:00:00.5695610Z,2935.97,2946.84,2775.02,2816.94,282131.22238641,787394
2022-04-30 23:59:59.574843+00:00,2022-04-30T00:00:00.0000000Z,2022-05-01T00:00:00.0000000Z,2022-04-30T00:00:00.3926960Z,2816.77,2842.08,2715.0,2726.59,129455.13057479,501519
2022-05-01 23:59:59.899510+00:00,2022-05-01T00:00:00.0000000Z,2022-05-02T00:00:00.0000000Z,2022-05-01T00:00:00.1625800Z,2726.37,2849.0,2715.57,2824.86,138565.41812201,477957
2022-05-02 23:59:59.896206+00:00,2022-05-02T00:00:00.0000000Z,2022-05-03T00:00:00.0000000Z,2022-05-02T00:00:00.1099300Z,2824.79,2884.06,2776.26,2856.21,297650.29839699,628578
2022-05-03 23:59:59.989300+00:00,2022-05-03T00:00:00.0000000Z,2022-05-04T00:00:00.0000000Z,2022-05-03T00:00:00.2557300Z,2856.3,2862.02,2706.74,2780.34,215518.86068651,535575
2022-05-04 23:59:59.865156+00:00,2022-05-04T00:00:00.0000000Z,2022-05-05T00:00:00.0000000Z,2022-05-04T00:00:00.7715920Z,2780.35,2969.86,2770.02,2939.98,259201.42423189,593342
2022-05-05 23:59:59.903000+00:00,2022-05-05T00:00:00.0000000Z,2022-05-06T00:00:00.0000000Z,2022-05-05T00:00:00.1220000Z,2940.37,2954.76,2678.87,2747.19,315234.70968671,631273
2022-05-06 23:59:59.801000+00:00,2022-05-06T00:00:00.0000000Z,2022-05-07T00:00:00.0000000Z,2022-05-06T00:00:00.4076560Z,2747.46,2757.78,2629.6,2691.5,271247.57319701,696680
2022-05-07 23:59:59.725422+00:00,2022-05-07T00:00:00.0000000Z,2022-05-08T00:00:00.0000000Z,2022-05-07T00:00:00.3488250Z,2691.89,2703.61,2585.79,2634.8,109242.94539475,491060
2022-05-08 23:59:59.732806+00:00,2022-05-08T00:00:00.0000000Z,2022-05-09T00:00:00.0000000Z,2022-05-08T00:00:00.5253270Z,2634.57,2641.81,2482.0,2519.1,234230.85684518,541828
2022-05-09 23:59:59.990697+00:00,2022-05-09T00:00:00.0000000Z,2022-05-10T00:00:00.0000000Z,2022-05-09T00:00:00.1274420Z,2518.82,2529.47,2222.22,2228.5,711385.11594679,1159973
2022-05-10 23:59:59.100000+00:00,2022-05-10T00:00:00.0000000Z,2022-05-11T00:00:00.0000000Z,2022-05-10T00:00:00.0660000Z,2227.62,2458.09,2198.0,2340.83,680006.85212537,1173312
2022-05-11 23:59:59.879060+00:00,2022-05-11T00:00:00.0000000Z,2022-05-12T00:00:00.0000000Z,2022-05-11T00:00:00.9932590Z,2340.66,2451.12,1997.0,2075.93,1085644.21395627,1544889
2022-05-12 23:59:59.421075+00:00,2022-05-12T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,2022-05-12T00:00:00.0887980Z,2075.55,2190.81,1699.42,1954.39,1265113.79109744,1932549
2022-05-13 23:59:59.985826+00:00,2022-05-13T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,2022-05-13T00:00:00.0979850Z,1954.27,2145.79,1934.61,2005.48,532714.45482151,1075722
2022-05-14 23:59:59.122119+00:00,2022-05-14T00:00:00.0000000Z,2022-05-15T00:00:00.0000000Z,2022-05-14T00:00:00.2100000Z,2006.55,2066.4,1941.57,2053.33,167606.35621769,609867
2022-05-15 23:59:59.806107+00:00,2022-05-15T00:00:00.0000000Z,2022-05-16T00:00:00.0000000Z,2022-05-15T00:00:00.3833180Z,2053.43,2167.72,1996.83,2142.69,147907.14369993,575200
2022-05-16 23:59:59.999519+00:00,2022-05-16T00:00:00.0000000Z,2022-05-17T00:00:00.0000000Z,2022-05-16T00:00:00.2737430Z,2142.74,2143.73,1976.09,2020.58,281124.19307956,692197
2022-05-17 23:59:59.780000+00:00,2022-05-17T00:00:00.0000000Z,2022-05-18T00:00:00.0000000Z,2022-05-17T00:00:00.1149190Z,2020.57,2120.94,2005.0,2088.64,259255.77671024,565629
2022-05-18 23:59:59.203139+00:00,2022-05-18T00:00:00.0000000Z,2022-05-19T00:00:00.0000000Z,2022-05-18T00:00:00.1458560Z,2088.95,2108.8,1905.24,1911.98,280639.66724629,613761
2022-05-19 23:59:59.861096+00:00,2022-05-19T00:00:00.0000000Z,2022-05-20T00:00:00.0000000Z,2022-05-19T00:00:00.0326590Z,1912.04,2039.52,1900.0,2017.57,302784.94738154,631611
2022-05-20 23:59:59.975068+00:00,2022-05-20T00:00:00.0000000Z,2022-05-21T00:00:00.0000000Z,2022-05-20T00:00:01.0798250Z,2017.36,2099.9,1919.56,1956.58,295107.9389367,623898
2022-05-21 23:59:57.948328+00:00,2022-05-21T00:00:00.0000000Z,2022-05-22T00:00:00.0000000Z,2022-05-21T00:00:00.1796670Z,1956.57,1988.38,1935.0,1972.64,78765.2080058,367732
2022-05-22 23:59:58.633015+00:00,2022-05-22T00:00:00.0000000Z,2022-05-23T00:00:00.0000000Z,2022-05-22T00:00:00.2224670Z,1972.64,2054.92,1962.97,2040.92,123041.10180959,383227
2022-05-23 23:59:59.780322+00:00,2022-05-23T00:00:00.0000000Z,2022-05-24T00:00:00.0000000Z,2022-05-23T00:00:00.2633710Z,2040.91,2087.6,1953.36,1971.06,280359.07056106,597041
2022-05-24 23:59:59.680858+00:00,2022-05-24T00:00:00.0000000Z,2022-05-25T00:00:00.0000000Z,2022-05-24T00:00:00.1003520Z,1970.85,1991.58,1909.08,1978.15,231880.75450055,523886
2022-05-25 23:59:59.582380+00:00,2022-05-25T00:00:00.0000000Z,2022-05-26T00:00:00.0000000Z,2022-05-25T00:00:00.1014320Z,1977.94,2020.14,1932.03,1940.83,218952.52467025,516731
2022-05-26 23:59:59.802216+00:00,2022-05-26T00:00:00.0000000Z,2022-05-27T00:00:00.0000000Z,2022-05-26T00:00:00.1008260Z,1940.48,1964.06,1731.0,1790.65,508226.69256459,911395
2022-05-27 23:59:59.912997+00:00,2022-05-27T00:00:00.0000000Z,2022-05-28T00:00:00.0000000Z,2022-05-27T00:00:00.4874620Z,1790.08,1820.84,1700.81,1724.83,529257.30218412,1082254
2022-05-28 23:59:59.604123+00:00,2022-05-28T00:00:00.0000000Z,2022-05-29T00:00:00.0000000Z,2022-05-28T00:00:00.0670130Z,1724.8,1809.0,1699.99,1790.23,191336.86003831,610214
2022-05-29 23:59:59.740342+00:00,2022-05-29T00:00:00.0000000Z,2022-05-30T00:00:00.0000000Z,2022-05-29T00:00:00.1322210Z,1790.22,1825.72,1759.94,1811.1,134759.76628075,621812
2022-05-30 23:59:59.232341+00:00,2022-05-30T00:00:00.0000000Z,2022-05-31T00:00:00.0000000Z,2022-05-30T00:00:00.6738660Z,1811.27,2013.0,1800.68,1998.3,350047.88989143,783538
2022-05-31 23:59:58.918814+00:00,2022-05-31T00:00:00.0000000Z,2022-06-01T00:00:00.0000000Z,2022-05-31T00:00:00.7746660Z,1998.29,2015.54,1921.72,1940.59,348555.57193477,739677
2022-06-01 23:59:59.691670+00:00,2022-06-01T00:00:00.0000000Z,2022-06-02T00:00:00.0000000Z,2022-06-01T00:00:00.5022490Z,1940.49,1972.5,1759.79,1816.05,387125.05871584,787025
2022-06-02 23:59:59.401919+00:00,2022-06-02T00:00:00.0000000Z,2022-06-03T00:00:00.0000000Z,2022-06-02T00:00:00.4190920Z,1816.06,1852.01,1780.0,1832.45,252964.80801497,671478
2022-06-03 23:59:59.076424+00:00,2022-06-03T00:00:00.0000000Z,2022-06-04T00:00:00.0000000Z,2022-06-03T00:00:00.0749230Z,1832.62,1842.87,1735.0,1773.25,249164.45503084,648925
2022-06-04 23:59:59.827587+00:00,2022-06-04T00:00:00.0000000Z,2022-06-05T00:00:00.0000000Z,2022-06-04T00:00:00.0777700Z,1773.11,1815.0,1746.6,1803.35,103363.20488296,393302
2022-06-05 23:59:59.049791+00:00,2022-06-05T00:00:00.0000000Z,2022-06-06T00:00:00.0000000Z,2022-06-05T00:00:00.2878510Z,1803.47,1829.53,1769.37,1804.7,86843.23445527,288063
2022-06-06 23:59:59.497238+00:00,2022-06-06T00:00:00.0000000Z,2022-06-07T00:00:00.0000000Z,2022-06-06T00:00:00.1062540Z,1804.78,1918.47,1801.92,1858.21,261968.97222604,561947
2022-06-07 23:59:59.418000+00:00,2022-06-07T00:00:00.0000000Z,2022-06-08T00:00:00.0000000Z,2022-06-07T00:00:00.9399090Z,1858.44,1875.36,1723.61,1812.24,291686.84420692,645501
2022-06-08 23:59:59.853391+00:00,2022-06-08T00:00:00.0000000Z,2022-06-09T00:00:00.0000000Z,2022-06-08T00:00:00.5297060Z,1812.17,1838.0,1763.69,1790.72,214855.80095622,589490
2022-06-09 23:59:59.816350+00:00,2022-06-09T00:00:00.0000000Z,2022-06-10T00:00:00.0000000Z,2022-06-09T00:00:00.7281310Z,1790.63,1832.31,1775.67,1787.55,150808.97206648,501534
2022-06-10 23:59:59.931000+00:00,2022-06-10T00:00:00.0000000Z,2022-06-11T00:00:00.0000000Z,2022-06-10T00:00:00.0619690Z,1787.44,1803.548,1652.75,1660.55,372664.47233529,738744
2022-06-11 23:59:59.789297+00:00,2022-06-11T00:00:00.0000000Z,2022-06-12T00:00:00.0000000Z,2022-06-11T00:00:00.9793430Z,1660.77,1680.51,1498.46,1531.09,436720.59367767,889387
2022-06-12 23:59:59.697396+00:00,2022-06-12T00:00:00.0000000Z,2022-06-13T00:00:00.0000000Z,2022-06-12T00:00:00.7875940Z,1531.23,1545.5,1421.0,1433.19,447532.50941414,994417
2022-06-13 23:59:59.769208+00:00,2022-06-13T00:00:00.0000000Z,2022-06-14T00:00:00.0000000Z,2022-06-13T00:00:00.0376460Z,1432.97,1453.44,1163.27,1207.82,1520720.75632167,2003052
2022-06-14 23:59:59.880322+00:00,2022-06-14T00:00:00.0000000Z,2022-06-15T00:00:00.0000000Z,2022-06-14T00:00:00.5612520Z,1207.9,1266.34,1073.0,1207.58,1166607.03820213,1533409
2022-06-15 23:59:59.863000+00:00,2022-06-15T00:00:00.0000000Z,2022-06-16T00:00:00.0000000Z,2022-06-15T00:00:00.0740950Z,1207.58,1248.62,1011.05,1237.23,1351623.35374335,1679336
2022-06-16 23:59:59.586596+00:00,2022-06-16T00:00:00.0000000Z,2022-06-17T00:00:00.0000000Z,2022-06-16T00:00:00.1013530Z,1236.45,1257.205,1050.041,1066.87,630165.79203709,1218710
2022-06-17 23:59:59.379351+00:00,2022-06-17T00:00:00.0000000Z,2022-06-18T00:00:00.0000000Z,2022-06-17T00:00:00.2673110Z,1067.07,1117.43,1048.98,1085.76,473499.90646541,1103771
2022-06-18 23:59:59.826647+00:00,2022-06-18T00:00:00.0000000Z,2022-06-19T00:00:00.0000000Z,2022-06-18T00:00:00.0671150Z,1085.65,1096.64,879.8,993.64,868143.86564513,1241841
2022-06-19 23:59:59.870120+00:00,2022-06-19T00:00:00.0000000Z,2022-06-20T00:00:00.0000000Z,2022-06-19T00:00:00.1605440Z,993.64,1174.0,933.6,1126.9,595512.66719871,1191781
2022-06-20 23:59:58.027089+00:00,2022-06-20T00:00:00.0000000Z,2022-06-21T00:00:00.0000000Z,2022-06-20T00:00:00.5370150Z,1126.97,1169.87,1050.89,1126.84,427193.15928638,1097607
2022-06-21 23:59:59.550501+00:00,2022-06-21T00:00:00.0000000Z,2022-06-22T00:00:00.0000000Z,2022-06-21T00:00:00.3463770Z,1127.04,1193.71,1107.87,1124.85,433121.28308834,932199
2022-06-22 23:59:59.730000+00:00,2022-06-22T00:00:00.0000000Z,2022-06-23T00:00:00.0000000Z,2022-06-22T00:00:00.1913680Z,1124.9,1128.46,1041.45,1048.43,365780.76281057,945999
2022-06-23 23:59:59.739411+00:00,2022-06-23T00:00:00.0000000Z,2022-06-24T00:00:00.0000000Z,2022-06-23T00:00:00.1140680Z,1048.93,1153.48,1043.68,1144.0,347723.63080503,951061
2022-06-24 23:59:59.120910+00:00,2022-06-24T00:00:00.0000000Z,2022-06-25T00:00:00.0000000Z,2022-06-24T00:00:00.1452970Z,1144.01,1244.78,1130.24,1224.47,357137.56429999,938812
2022-06-25 23:59:59.613551+00:00,2022-06-25T00:00:00.0000000Z,2022-06-26T00:00:00.0000000Z,2022-06-25T00:00:00.1148900Z,1224.26,1256.28,1178.64,1241.33,221869.01044919,742462
2022-06-26 23:59:59.975689+00:00,2022-06-26T00:00:00.0000000Z,2022-06-27T00:00:00.0000000Z,2022-06-26T00:00:00.0564450Z,1241.14,1281.89,1193.39,1197.13,236722.69541523,719860
2022-06-27 23:59:58.872984+00:00,2022-06-27T00:00:00.0000000Z,2022-06-28T00:00:00.0000000Z,2022-06-27T00:00:00.2576250Z,1196.99,1237.91,1171.28,1191.27,276371.62251852,667995
2022-06-28 23:59:59.790283+00:00,2022-06-28T00:00:00.0000000Z,2022-06-29T00:00:00.0000000Z,2022-06-28T00:00:00.2047700Z,1191.27,1238.459,1134.71,1142.65,377450.61202057,757726
2022-06-29 23:59:59.997130+00:00,2022-06-29T00:00:00.0000000Z,2022-06-30T00:00:00.0000000Z,2022-06-29T00:00:00.0022650Z,1142.47,1155.39,1085.41,1099.15,416177.24816409,774498
2022-06-30 23:59:59.907725+00:00,2022-06-30T00:00:00.0000000Z,2022-07-01T00:00:00.0000000Z,2022-06-30T00:00:00.3480000Z,1098.99,1105.61,996.12,1070.08,553386.83442081,816757
2022-07-01 23:59:58.263096+00:00,2022-07-01T00:00:00.0000000Z,2022-07-02T00:00:00.0000000Z,2022-07-01T00:00:00.0040700Z,1070.08,1115.84,1031.86,1057.57,490755.3349959,632776
2022-07-02 23:59:57.297099+00:00,2022-07-02T00:00:00.0000000Z,2022-07-03T00:00:00.0000000Z,2022-07-02T00:00:00.5133720Z,1058.3,1077.5,1025.54,1065.61,190143.05466149,317665
2022-07-03 23:59:59.981554+00:00,2022-07-03T00:00:00.0000000Z,2022-07-04T00:00:00.0000000Z,2022-07-03T00:00:00.6828300Z,1065.58,1087.33,1039.16,1072.88,170806.87966975,279197
2022-07-04 23:59:59.928338+00:00,2022-07-04T00:00:00.0000000Z,2022-07-05T00:00:00.0000000Z,2022-07-04T00:00:00.5112000Z,1072.9,1160.0,1043.11,1149.98,336209.87971467,572894
2022-07-05 23:59:59.990000+00:00,2022-07-05T00:00:00.0000000Z,2022-07-06T00:00:00.0000000Z,2022-07-05T00:00:00.0084140Z,1149.98,1175.0,1075.0,1131.08,443308.8423279,743932
2022-07-06 23:59:59.934000+00:00,2022-07-06T00:00:00.0000000Z,2022-07-07T00:00:00.0000000Z,2022-07-06T00:00:00.1244310Z,1131.16,1203.73,1110.14,1186.01,393918.16158307,760408
